Date,Client_ID,Industry,Project_Type,Consultant_Level,Region,Hours_Billed,Hourly_Rate,Revenue,Cost,Profit
2023-07-24,C3009,Healthcare,Strategy,Principal,Europe,154,262,40348,18156.6,22191.4
2024-12-31,C8292,Finance,Digital Transformation,Senior,North America,129,217,27993,13996.5,13996.5
2024-07-17,C9882,Technology,Digital Transformation,Mid,Europe,110,100,11000,6050,4950
2024-01-06,C9335,Healthcare,Strategy,Mid,Europe,132,118,15576,8566.8,7009.2
2023-08-31,C9094,Finance,Digital Transformation,Senior,Middle East,179,189,33831,16915.5,16915.5
2024-07-18,C3126,Retail,Strategy,Junior,Asia,14,60,840,504,336
2024-02-12,C8842,Retail,Audit,Principal,Africa,47,339,15933,7169.85,8763.15
2023-03-17,C3053,Technology,Strategy,Principal,Middle East,155,277,42935,19320.75,23614.25
2024-11-27,C9476,Technology,Data Analytics,Mid,Europe,90,134,12060,6633,5427
2024-03-19,C9238,Finance,Strategy,Mid,Asia,102,145,14790,8134.5,6655.5
2023-06-18,C3653,Technology,Data Analytics,Senior,Africa,49,182,8918,4459,4459
2023-10-18,C2292,Technology,Data Analytics,Senior,Europe,156,241,37596,18798,18798
2024-10-02,C5961,Retail,Operations,Junior,Africa,68,62,4216,2529.6,1686.4
2024-10-18,C3762,Retail,Operations,Mid,Europe,190,116,22040,12122,9918
2024-11-05,C6531,Retail,Strategy,Junior,North America,142,80,11360,6816,4544
2023-02-16,C5336,Government,Data Analytics,Principal,Africa,169,331,55939,25172.55,30766.45
2024-10-16,C1496,Energy,Operations,Senior,Asia,109,226,24634,12317,12317
2024-05-09,C5012,Government,Audit,Senior,Middle East,48,162,7776,3888,3888
2023-03-16,C1981,Healthcare,Audit,Principal,Middle East,164,347,56908,25608.6,31299.4
2024-04-20,C4342,Technology,Operations,Mid,Asia,197,134,26398,14518.9,11879.1
2023-11-23,C6658,Energy,Data Analytics,Senior,Africa,167,245,40915,20457.5,20457.5
2024-07-29,C2739,Technology,Data Analytics,Principal,North America,165,271,44715,20121.75,24593.25
2023-10-01,C8366,Healthcare,Data Analytics,Junior,North America,157,81,12717,7630.2,5086.8
2023-10-25,C7293,Retail,Audit,Mid,Europe,21,106,2226,1224.3,1001.7
2023-12-02,C6123,Healthcare,Data Analytics,Principal,Africa,31,299,9269,4171.05,5097.95
2024-04-23,C9171,Technology,Audit,Junior,North America,23,78,1794,1076.4,717.6
2024-02-07,C9281,Energy,Data Analytics,Mid,Africa,16,100,1600,880,720
2023-12-28,C1797,Finance,Digital Transformation,Principal,Africa,120,307,36840,16578,20262
2024-10-31,C8710,Technology,Operations,Junior,North America,35,83,2905,1743,1162
2024-03-17,C3194,Technology,Digital Transformation,Principal,Asia,13,288,3744,1684.8,2059.2
2023-02-16,C7563,Finance,Operations,Mid,Asia,24,118,2832,1557.6,1274.4
2024-07-20,C5728,Finance,Audit,Principal,Africa,41,333,13653,6143.85,7509.15
2023-10-14,C2946,Healthcare,Strategy,Principal,Asia,31,330,10230,4603.5,5626.5
2023-12-14,C6990,Healthcare,Data Analytics,Principal,Africa,135,296,39960,17982,21978
2023-02-11,C1742,Finance,Data Analytics,Senior,Middle East,110,168,18480,9240,9240
2024-06-15,C8487,Healthcare,Operations,Mid,Asia,10,104,1040,572,468
2024-09-19,C6218,Healthcare,Audit,Senior,Africa,34,167,5678,2839,2839
2023-12-11,C9311,Retail,Operations,Principal,Africa,36,394,14184,6382.8,7801.2
2023-11-03,C8780,Finance,Digital Transformation,Senior,North America,102,176,17952,8976,8976
2024-03-02,C6040,Government,Strategy,Principal,Asia,140,273,38220,17199,21021
2024-11-02,C4728,Government,Strategy,Principal,Europe,69,264,18216,8197.2,10018.8
2024-06-20,C7229,Healthcare,Data Analytics,Junior,Africa,162,79,12798,7678.8,5119.2
2024-12-18,C2800,Healthcare,Strategy,Principal,Asia,135,312,42120,18954,23166
2024-03-04,C3481,Energy,Data Analytics,Principal,Africa,126,388,48888,21999.6,26888.4
2024-09-18,C8726,Government,Strategy,Mid,Africa,73,106,7738,4255.9,3482.1
2023-08-01,C6325,Government,Audit,Principal,Asia,27,281,7587,3414.15,4172.85
2023-06-27,C8531,Retail,Digital Transformation,Senior,Asia,20,190,3800,1900,1900
2024-09-16,C8932,Healthcare,Data Analytics,Senior,Africa,20,237,4740,2370,2370
2023-11-02,C4684,Technology,Digital Transformation,Mid,Middle East,154,146,22484,12366.2,10117.8
2023-11-21,C8861,Technology,Operations,Senior,Asia,63,169,10647,5323.5,5323.5
2023-05-05,C9899,Energy,Audit,Senior,Europe,11,226,2486,1243,1243
2023-10-25,C1689,Technology,Strategy,Senior,Middle East,125,215,26875,13437.5,13437.5
2024-11-02,C5201,Government,Audit,Mid,Europe,99,123,12177,6697.35,5479.65
2024-07-05,C5442,Retail,Digital Transformation,Mid,North America,113,92,10396,5717.8,4678.2
2024-09-22,C4920,Healthcare,Strategy,Mid,Europe,15,128,1920,1056,864
2023-02-23,C2641,Energy,Digital Transformation,Principal,North America,123,341,41943,18874.35,23068.65
2024-11-28,C3252,Finance,Operations,Mid,Middle East,71,136,9656,5310.8,4345.2
2024-10-30,C8793,Energy,Data Analytics,Senior,Asia,141,171,24111,12055.5,12055.5
2023-10-20,C1969,Finance,Operations,Mid,Africa,12,100,1200,660,540
2023-02-08,C3868,Energy,Data Analytics,Junior,Middle East,96,61,5856,3513.6,2342.4
2024-05-22,C4052,Government,Digital Transformation,Junior,North America,131,68,8908,5344.8,3563.2
2023-11-02,C2758,Technology,Digital Transformation,Principal,Africa,128,331,42368,19065.6,23302.4
2024-06-20,C9092,Healthcare,Operations,Principal,Asia,155,345,53475,24063.75,29411.25
2023-07-17,C2845,Technology,Data Analytics,Principal,Asia,65,284,18460,8307,10153
2023-07-10,C1230,Government,Digital Transformation,Senior,Africa,198,212,41976,20988,20988
2024-11-21,C4164,Healthcare,Operations,Principal,Middle East,144,273,39312,17690.4,21621.6
2024-06-11,C6372,Finance,Audit,Junior,Europe,157,86,13502,8101.2,5400.8
2023-05-24,C8822,Technology,Data Analytics,Junior,Asia,135,69,9315,5589,3726
2024-01-28,C4858,Energy,Digital Transformation,Senior,Asia,186,185,34410,17205,17205
2024-08-19,C1187,Technology,Digital Transformation,Mid,North America,107,91,9737,5355.35,4381.65
2024-11-14,C2936,Energy,Digital Transformation,Mid,Middle East,48,92,4416,2428.8,1987.2
2024-12-03,C9233,Government,Digital Transformation,Junior,Asia,30,64,1920,1152,768
2024-01-12,C4618,Healthcare,Data Analytics,Principal,Europe,17,336,5712,2570.4,3141.6
2024-04-10,C7121,Energy,Operations,Principal,Africa,51,368,18768,8445.6,10322.4
2024-11-11,C4578,Healthcare,Operations,Junior,Africa,46,54,2484,1490.4,993.6
2024-04-02,C9653,Government,Digital Transformation,Junior,Africa,69,63,4347,2608.2,1738.8
2023-04-25,C2011,Retail,Operations,Mid,Africa,139,95,13205,7262.75,5942.25
2024-07-03,C3455,Healthcare,Digital Transformation,Principal,North America,98,254,24892,11201.4,13690.6
2024-11-27,C4365,Government,Operations,Principal,North America,177,294,52038,23417.1,28620.9
2024-06-06,C8298,Finance,Audit,Mid,Africa,160,100,16000,8800,7200
2024-03-01,C8484,Retail,Strategy,Principal,Asia,23,259,5957,2680.65,3276.35
2023-01-23,C7487,Technology,Strategy,Mid,Africa,85,130,11050,6077.5,4972.5
2023-03-16,C1742,Energy,Digital Transformation,Junior,Africa,29,57,1653,991.8,661.2
2023-03-03,C2130,Energy,Strategy,Senior,Middle East,66,186,12276,6138,6138
2023-07-04,C3218,Government,Audit,Senior,Middle East,129,228,29412,14706,14706
2024-04-04,C7184,Energy,Strategy,Mid,Asia,117,139,16263,8944.65,7318.35
2023-05-02,C3924,Retail,Audit,Mid,Europe,46,115,5290,2909.5,2380.5
2023-01-04,C1372,Technology,Audit,Principal,Africa,128,318,40704,18316.8,22387.2
2024-01-24,C4762,Healthcare,Audit,Senior,Europe,170,169,28730,14365,14365
2023-10-10,C4088,Government,Strategy,Junior,Middle East,135,83,11205,6723,4482
2024-09-21,C1256,Healthcare,Data Analytics,Junior,North America,194,88,17072,10243.2,6828.8
2024-08-31,C1550,Energy,Operations,Junior,Europe,93,72,6696,4017.6,2678.4
2023-02-15,C7590,Energy,Data Analytics,Mid,North America,187,139,25993,14296.15,11696.85
2023-05-24,C9255,Technology,Data Analytics,Senior,Africa,17,154,2618,1309,1309
2024-09-04,C6253,Healthcare,Digital Transformation,Mid,Africa,184,90,16560,9108,7452
2023-08-15,C7775,Technology,Digital Transformation,Junior,Africa,180,59,10620,6372,4248
2024-08-28,C3869,Government,Audit,Principal,North America,35,321,11235,5055.75,6179.25
2023-12-19,C7244,Retail,Digital Transformation,Principal,Middle East,98,396,38808,17463.6,21344.4
2023-06-02,C5913,Energy,Data Analytics,Principal,Europe,40,297,11880,5346,6534
2023-08-19,C5927,Government,Data Analytics,Principal,North America,78,312,24336,10951.2,13384.8
2024-07-29,C7761,Energy,Operations,Mid,Middle East,82,130,10660,5863,4797
2023-09-06,C5177,Healthcare,Digital Transformation,Junior,Middle East,82,62,5084,3050.4,2033.6
2024-01-15,C2514,Retail,Data Analytics,Junior,Asia,107,87,9309,5585.4,3723.6
2024-01-22,C1647,Finance,Data Analytics,Mid,Middle East,28,123,3444,1894.2,1549.8
2023-08-02,C6455,Technology,Strategy,Mid,Europe,32,134,4288,2358.4,1929.6
2023-05-01,C8846,Healthcare,Operations,Mid,Middle East,97,114,11058,6081.9,4976.1
2023-09-03,C6269,Technology,Audit,Principal,Africa,74,392,29008,13053.6,15954.4
2024-10-26,C6886,Technology,Digital Transformation,Senior,Africa,158,242,38236,19118,19118
2024-05-24,C8635,Finance,Audit,Senior,Europe,44,160,7040,3520,3520
2024-01-15,C6126,Energy,Strategy,Mid,Europe,119,99,11781,6479.55,5301.45
2023-01-17,C5272,Retail,Operations,Principal,Asia,12,297,3564,1603.8,1960.2
2023-06-06,C4214,Technology,Data Analytics,Principal,Africa,165,261,43065,19379.25,23685.75
2023-09-09,C9180,Retail,Digital Transformation,Senior,Middle East,142,186,26412,13206,13206
2024-10-19,C9037,Energy,Data Analytics,Senior,Europe,24,195,4680,2340,2340
2023-05-24,C9954,Energy,Data Analytics,Junior,Africa,132,70,9240,5544,3696
2023-02-04,C2217,Government,Strategy,Junior,Middle East,126,64,8064,4838.4,3225.6
2023-05-21,C4791,Finance,Data Analytics,Junior,Europe,24,53,1272,763.2,508.8
2024-06-01,C8471,Technology,Strategy,Principal,Middle East,43,276,11868,5340.6,6527.4
2023-01-17,C1108,Retail,Operations,Principal,North America,166,393,65238,29357.1,35880.9
2023-01-18,C9673,Government,Digital Transformation,Senior,North America,115,167,19205,9602.5,9602.5
2024-05-29,C8054,Healthcare,Strategy,Junior,Africa,186,62,11532,6919.2,4612.8
2023-06-02,C4948,Healthcare,Operations,Senior,Asia,103,244,25132,12566,12566
2023-10-01,C7502,Finance,Digital Transformation,Principal,Middle East,83,320,26560,11952,14608
2024-08-01,C4984,Government,Data Analytics,Senior,North America,65,217,14105,7052.5,7052.5
2024-10-31,C1519,Finance,Audit,Principal,Middle East,16,355,5680,2556,3124
2024-07-19,C8798,Finance,Strategy,Mid,North America,56,144,8064,4435.2,3628.8
2024-05-26,C8109,Government,Digital Transformation,Junior,Africa,30,71,2130,1278,852
2023-02-13,C4764,Healthcare,Operations,Principal,Asia,18,371,6678,3005.1,3672.9
2023-02-17,C2218,Government,Digital Transformation,Junior,Europe,130,57,7410,4446,2964
2023-11-19,C1256,Healthcare,Operations,Mid,Middle East,163,126,20538,11295.9,9242.1
2023-03-20,C5903,Healthcare,Operations,Mid,Africa,161,125,20125,11068.75,9056.25
2024-02-03,C9856,Technology,Audit,Mid,North America,155,125,19375,10656.25,8718.75
2024-05-27,C6666,Finance,Strategy,Principal,Europe,184,368,67712,30470.4,37241.6
2023-03-19,C6580,Retail,Operations,Principal,Asia,158,286,45188,20334.6,24853.4
2023-01-31,C5478,Energy,Audit,Mid,Asia,152,117,17784,9781.2,8002.8
2024-07-20,C7150,Energy,Data Analytics,Principal,North America,147,251,36897,16603.65,20293.35
2024-09-25,C5839,Healthcare,Strategy,Junior,Asia,73,84,6132,3679.2,2452.8
2023-06-07,C7225,Government,Data Analytics,Principal,Asia,76,273,20748,9336.6,11411.4
2024-01-05,C2745,Finance,Strategy,Senior,Middle East,197,239,47083,23541.5,23541.5
2024-01-04,C5419,Finance,Data Analytics,Junior,Europe,51,81,4131,2478.6,1652.4
2024-03-17,C8353,Retail,Operations,Principal,North America,173,346,59858,26936.1,32921.9
2023-01-27,C2468,Technology,Operations,Junior,Africa,132,55,7260,4356,2904
2024-09-04,C6315,Energy,Strategy,Senior,Middle East,58,154,8932,4466,4466
2024-02-02,C2387,Government,Operations,Mid,Africa,169,97,16393,9016.15,7376.85
2024-06-17,C3778,Government,Audit,Mid,Europe,76,111,8436,4639.8,3796.2
2023-10-03,C5933,Technology,Audit,Mid,North America,181,127,22987,12642.85,10344.15
2023-06-21,C8121,Technology,Audit,Senior,Middle East,107,157,16799,8399.5,8399.5
2023-03-20,C6916,Technology,Data Analytics,Principal,Africa,53,280,14840,6678,8162
2024-09-23,C4203,Energy,Strategy,Mid,Asia,56,131,7336,4034.8,3301.2
2023-01-07,C7483,Technology,Operations,Principal,Asia,64,393,25152,11318.4,13833.6
2024-03-26,C6484,Energy,Operations,Mid,Asia,149,109,16241,8932.55,7308.45
2023-11-25,C4290,Energy,Digital Transformation,Mid,Middle East,39,117,4563,2509.65,2053.35
2023-11-23,C5775,Government,Audit,Mid,Asia,117,146,17082,9395.1,7686.9
2024-01-21,C5592,Energy,Digital Transformation,Junior,Africa,93,55,5115,3069,2046
2023-07-24,C9939,Healthcare,Operations,Junior,Middle East,170,65,11050,6630,4420
2024-12-26,C4434,Energy,Digital Transformation,Junior,Middle East,45,82,3690,2214,1476
2024-11-20,C9180,Healthcare,Digital Transformation,Mid,Asia,94,116,10904,5997.2,4906.8
2024-11-05,C3525,Government,Audit,Principal,North America,76,304,23104,10396.8,12707.2
2024-04-04,C8851,Retail,Audit,Principal,Africa,15,392,5880,2646,3234
2023-02-07,C6890,Government,Operations,Junior,North America,95,86,8170,4902,3268
2023-09-12,C6816,Healthcare,Operations,Junior,Africa,51,87,4437,2662.2,1774.8
2024-10-22,C7547,Technology,Audit,Junior,North America,167,73,12191,7314.6,4876.4
2023-04-11,C5239,Healthcare,Operations,Mid,Middle East,76,96,7296,4012.8,3283.2
2024-01-19,C7408,Energy,Operations,Mid,Asia,82,110,9020,4961,4059
2023-01-26,C8909,Finance,Digital Transformation,Principal,North America,100,269,26900,12105,14795
2023-04-29,C3321,Technology,Digital Transformation,Senior,Middle East,19,174,3306,1653,1653
2023-07-31,C9537,Energy,Digital Transformation,Principal,North America,42,314,13188,5934.6,7253.4
2024-03-24,C8412,Technology,Strategy,Senior,North America,119,201,23919,11959.5,11959.5
2024-12-28,C2885,Finance,Digital Transformation,Junior,Europe,178,55,9790,5874,3916
2023-09-07,C9454,Healthcare,Operations,Mid,Asia,145,123,17835,9809.25,8025.75
2024-07-27,C7985,Energy,Data Analytics,Principal,Europe,88,261,22968,10335.6,12632.4
2023-07-10,C8080,Energy,Strategy,Mid,Middle East,41,117,4797,2638.35,2158.65
2024-08-29,C8037,Energy,Strategy,Mid,Europe,87,107,9309,5119.95,4189.05
2023-10-13,C2025,Retail,Strategy,Mid,Asia,143,118,16874,9280.7,7593.3
2023-11-30,C4228,Energy,Strategy,Senior,Middle East,69,180,12420,6210,6210
2024-06-24,C6134,Retail,Audit,Principal,Africa,171,375,64125,28856.25,35268.75
2023-04-27,C6700,Technology,Audit,Mid,Asia,20,145,2900,1595,1305
2024-09-21,C2388,Government,Data Analytics,Senior,North America,146,222,32412,16206,16206
2023-09-02,C6003,Finance,Data Analytics,Senior,Europe,16,246,3936,1968,1968
2024-06-07,C7364,Energy,Operations,Mid,Africa,13,129,1677,922.35,754.65
2024-01-28,C7931,Healthcare,Audit,Mid,Africa,112,141,15792,8685.6,7106.4
2023-06-20,C9022,Technology,Data Analytics,Mid,Asia,175,139,24325,13378.75,10946.25
2024-04-06,C1878,Technology,Strategy,Principal,Europe,71,341,24211,10894.95,13316.05
2023-07-19,C7290,Retail,Operations,Principal,Middle East,23,382,8786,3953.7,4832.3
2024-12-02,C9056,Energy,Audit,Principal,Europe,192,328,62976,28339.2,34636.8
2023-03-26,C1505,Healthcare,Digital Transformation,Junior,Asia,158,59,9322,5593.2,3728.8
2023-08-19,C9808,Technology,Data Analytics,Principal,Africa,176,331,58256,26215.2,32040.8
2024-05-22,C9369,Finance,Operations,Junior,Asia,182,81,14742,8845.2,5896.8
2024-07-10,C7010,Retail,Strategy,Principal,Africa,158,301,47558,21401.1,26156.9
2023-08-12,C7965,Finance,Data Analytics,Senior,North America,121,248,30008,15004,15004
2024-04-05,C5305,Technology,Strategy,Principal,North America,30,266,7980,3591,4389
2023-08-31,C4438,Government,Operations,Senior,Africa,129,150,19350,9675,9675
2024-10-09,C8015,Healthcare,Operations,Mid,Europe,69,122,8418,4629.9,3788.1
2023-07-31,C1972,Retail,Digital Transformation,Senior,Africa,197,177,34869,17434.5,17434.5
2024-07-05,C3758,Technology,Digital Transformation,Senior,Africa,17,198,3366,1683,1683
2023-10-01,C9428,Government,Strategy,Mid,Middle East,154,113,17402,9571.1,7830.9
2023-03-02,C5543,Government,Data Analytics,Mid,Europe,169,112,18928,10410.4,8517.6
2023-05-30,C6277,Healthcare,Audit,Principal,Europe,96,266,25536,11491.2,14044.8
2024-08-14,C5402,Government,Audit,Principal,Middle East,142,359,50978,22940.1,28037.9
2023-03-19,C2525,Energy,Operations,Senior,Asia,148,156,23088,11544,11544
2024-04-10,C8996,Technology,Operations,Junior,North America,60,54,3240,1944,1296
2024-04-14,C6869,Finance,Operations,Principal,Europe,17,361,6137,2761.65,3375.35
2024-03-15,C4470,Energy,Digital Transformation,Senior,Asia,90,174,15660,7830,7830
2023-12-12,C9967,Retail,Data Analytics,Principal,Asia,187,375,70125,31556.25,38568.75
2024-11-29,C1793,Finance,Strategy,Principal,North America,77,371,28567,12855.15,15711.85
2023-05-08,C3588,Energy,Audit,Junior,Middle East,128,59,7552,4531.2,3020.8
2023-07-27,C3161,Government,Digital Transformation,Mid,Asia,100,91,9100,5005,4095
2023-04-06,C6905,Technology,Strategy,Senior,Europe,153,247,37791,18895.5,18895.5
2023-02-23,C7493,Government,Digital Transformation,Mid,Middle East,19,106,2014,1107.7,906.3
2024-11-02,C2494,Government,Strategy,Junior,Europe,192,58,11136,6681.6,4454.4
2024-05-03,C2276,Healthcare,Operations,Mid,Africa,133,139,18487,10167.85,8319.15
2024-11-27,C8291,Finance,Strategy,Senior,North America,188,181,34028,17014,17014
2024-03-08,C3165,Energy,Strategy,Mid,Middle East,48,130,6240,3432,2808
2023-04-02,C2678,Finance,Digital Transformation,Senior,Asia,158,157,24806,12403,12403
2023-05-21,C7270,Healthcare,Data Analytics,Junior,Africa,113,56,6328,3796.8,2531.2
2024-07-30,C1138,Retail,Data Analytics,Principal,Asia,159,278,44202,19890.9,24311.1
2023-08-07,C3480,Energy,Operations,Principal,Europe,22,276,6072,2732.4,3339.6
2023-03-30,C2646,Healthcare,Strategy,Principal,Asia,59,337,19883,8947.35,10935.65
2024-03-15,C6152,Healthcare,Data Analytics,Senior,North America,53,192,10176,5088,5088
2023-09-12,C5668,Government,Strategy,Senior,Europe,193,168,32424,16212,16212
2024-06-14,C9348,Healthcare,Audit,Senior,North America,166,174,28884,14442,14442
2023-09-03,C9108,Energy,Strategy,Mid,Middle East,120,131,15720,8646,7074
2024-10-15,C2163,Retail,Strategy,Senior,Asia,81,154,12474,6237,6237
2023-05-16,C7337,Retail,Audit,Senior,Africa,141,245,34545,17272.5,17272.5
2024-11-30,C3830,Energy,Strategy,Junior,Africa,115,83,9545,5727,3818
2023-03-11,C1225,Technology,Data Analytics,Junior,North America,158,88,13904,8342.4,5561.6
2024-02-12,C9300,Technology,Operations,Principal,Middle East,178,335,59630,26833.5,32796.5
2024-12-19,C7590,Finance,Operations,Mid,Asia,99,106,10494,5771.7,4722.3
2023-03-27,C6077,Finance,Operations,Mid,Europe,130,142,18460,10153,8307
2024-07-03,C6353,Energy,Operations,Junior,Asia,153,80,12240,7344,4896
2024-12-16,C8167,Government,Data Analytics,Junior,Europe,110,53,5830,3498,2332
2023-03-30,C8118,Finance,Audit,Junior,Asia,147,73,10731,6438.6,4292.4
2024-11-13,C3877,Finance,Strategy,Mid,North America,63,128,8064,4435.2,3628.8
2023-06-17,C9133,Technology,Operations,Senior,Europe,183,206,37698,18849,18849
2024-01-16,C3079,Government,Digital Transformation,Junior,North America,26,56,1456,873.6,582.4
2023-12-10,C8034,Technology,Operations,Junior,Asia,12,73,876,525.6,350.4
2024-12-30,C2262,Energy,Audit,Senior,North America,141,179,25239,12619.5,12619.5
2024-05-26,C3734,Technology,Data Analytics,Senior,North America,156,209,32604,16302,16302
2024-08-10,C2889,Healthcare,Operations,Junior,North America,58,68,3944,2366.4,1577.6
2023-01-13,C5006,Finance,Audit,Senior,Middle East,85,180,15300,7650,7650
2023-06-03,C3932,Finance,Operations,Principal,Europe,28,362,10136,4561.2,5574.8
2023-11-26,C5067,Energy,Digital Transformation,Senior,North America,192,212,40704,20352,20352
2024-08-08,C7108,Finance,Operations,Junior,Europe,122,77,9394,5636.4,3757.6
2023-08-17,C9450,Finance,Audit,Junior,Middle East,127,82,10414,6248.4,4165.6
2023-10-17,C6090,Technology,Strategy,Principal,North America,157,296,46472,20912.4,25559.6
2024-01-13,C4287,Technology,Operations,Senior,Africa,87,158,13746,6873,6873
2023-09-06,C8600,Technology,Operations,Principal,Europe,153,387,59211,26644.95,32566.05
2024-07-13,C5016,Healthcare,Strategy,Principal,North America,59,367,21653,9743.85,11909.15
2023-08-27,C9872,Technology,Strategy,Senior,North America,90,184,16560,8280,8280
2024-11-04,C7164,Government,Digital Transformation,Junior,Europe,163,54,8802,5281.2,3520.8
2024-06-26,C4902,Energy,Audit,Junior,Europe,158,59,9322,5593.2,3728.8
2024-12-29,C5584,Finance,Strategy,Mid,Africa,99,128,12672,6969.6,5702.4
2024-02-27,C7102,Energy,Strategy,Junior,Africa,33,85,2805,1683,1122
2023-05-17,C7461,Finance,Operations,Junior,Middle East,117,80,9360,5616,3744
2024-11-09,C3141,Healthcare,Digital Transformation,Senior,Asia,167,179,29893,14946.5,14946.5
2024-02-07,C6345,Technology,Audit,Senior,Europe,144,241,34704,17352,17352
2023-03-18,C4321,Healthcare,Operations,Junior,Europe,129,59,7611,4566.6,3044.4
2023-04-19,C3693,Energy,Audit,Senior,Middle East,79,249,19671,9835.5,9835.5
2023-05-04,C9780,Technology,Data Analytics,Principal,Asia,93,270,25110,11299.5,13810.5
2024-04-19,C5341,Finance,Strategy,Mid,Asia,187,116,21692,11930.6,9761.4
2024-12-22,C1660,Healthcare,Digital Transformation,Mid,North America,136,107,14552,8003.6,6548.4
2024-12-29,C5066,Technology,Audit,Junior,Asia,152,56,8512,5107.2,3404.8
2023-09-24,C3848,Finance,Audit,Principal,Africa,137,307,42059,18926.55,23132.45
2024-07-17,C5093,Finance,Audit,Junior,Europe,30,67,2010,1206,804
2023-05-05,C1195,Finance,Data Analytics,Mid,Europe,174,138,24012,13206.6,10805.4
2024-02-15,C7098,Government,Strategy,Senior,North America,98,210,20580,10290,10290
2023-01-23,C2056,Healthcare,Audit,Mid,North America,136,111,15096,8302.8,6793.2
2023-12-06,C3007,Finance,Audit,Junior,Europe,161,83,13363,8017.8,5345.2
2024-08-10,C8096,Government,Audit,Principal,North America,178,266,47348,21306.6,26041.4
2024-01-27,C7990,Healthcare,Digital Transformation,Mid,Europe,107,135,14445,7944.75,6500.25
2023-10-09,C5585,Energy,Data Analytics,Junior,Africa,74,59,4366,2619.6,1746.4
2024-09-26,C5026,Government,Digital Transformation,Principal,Middle East,31,393,12183,5482.35,6700.65
2024-07-17,C8848,Finance,Strategy,Senior,Middle East,121,225,27225,13612.5,13612.5
2023-05-21,C7868,Healthcare,Operations,Mid,Africa,177,149,26373,14505.15,11867.85
2023-01-20,C7266,Government,Digital Transformation,Principal,Africa,108,269,29052,13073.4,15978.6
2024-05-11,C6636,Retail,Operations,Senior,Middle East,163,235,38305,19152.5,19152.5
2023-10-04,C3946,Finance,Digital Transformation,Mid,North America,129,110,14190,7804.5,6385.5
2023-10-15,C1959,Energy,Operations,Senior,Africa,101,189,19089,9544.5,9544.5
2023-08-27,C3615,Finance,Data Analytics,Mid,Asia,37,138,5106,2808.3,2297.7
2024-06-30,C1916,Healthcare,Operations,Principal,Asia,162,346,56052,25223.4,30828.6
2023-06-27,C3885,Healthcare,Operations,Senior,Asia,51,188,9588,4794,4794
2024-08-28,C1462,Government,Digital Transformation,Mid,Africa,98,94,9212,5066.6,4145.4
2023-07-12,C9064,Retail,Digital Transformation,Mid,Middle East,21,97,2037,1120.35,916.65
2023-02-08,C2478,Finance,Data Analytics,Mid,North America,173,110,19030,10466.5,8563.5
2024-06-23,C8831,Finance,Digital Transformation,Mid,Europe,146,137,20002,11001.1,9000.9
2023-12-15,C3907,Technology,Strategy,Junior,Europe,69,69,4761,2856.6,1904.4
2024-08-23,C3320,Finance,Operations,Senior,North America,16,152,2432,1216,1216
2024-01-18,C7481,Retail,Strategy,Senior,Asia,123,182,22386,11193,11193
2023-11-27,C3235,Healthcare,Audit,Principal,Asia,17,356,6052,2723.4,3328.6
2023-06-28,C6846,Healthcare,Operations,Mid,Middle East,110,119,13090,7199.5,5890.5
2023-11-11,C5825,Healthcare,Data Analytics,Junior,Africa,28,81,2268,1360.8,907.2
2024-02-05,C1530,Healthcare,Operations,Senior,Africa,55,212,11660,5830,5830
2023-08-15,C2705,Energy,Data Analytics,Senior,North America,128,162,20736,10368,10368
2023-09-01,C6682,Technology,Data Analytics,Junior,Asia,165,87,14355,8613,5742
2024-04-02,C1186,Technology,Data Analytics,Mid,North America,137,94,12878,7082.9,5795.1
2023-12-25,C5205,Finance,Strategy,Junior,Middle East,106,53,5618,3370.8,2247.2
2024-03-24,C7875,Healthcare,Audit,Principal,Middle East,142,258,36636,16486.2,20149.8
2023-12-26,C9946,Energy,Strategy,Principal,Africa,125,309,38625,17381.25,21243.75
2024-10-28,C4695,Healthcare,Audit,Junior,North America,181,60,10860,6516,4344
2023-10-29,C1328,Technology,Digital Transformation,Junior,North America,117,58,6786,4071.6,2714.4
2023-12-17,C3787,Energy,Data Analytics,Junior,Africa,85,77,6545,3927,2618
2023-04-06,C6536,Retail,Operations,Principal,North America,165,283,46695,21012.75,25682.25
2024-03-17,C3703,Retail,Audit,Mid,North America,50,147,7350,4042.5,3307.5
2023-04-14,C6424,Healthcare,Data Analytics,Principal,Africa,185,357,66045,29720.25,36324.75
2024-07-07,C5346,Government,Digital Transformation,Senior,Europe,148,240,35520,17760,17760
2023-04-09,C1813,Energy,Operations,Principal,Europe,134,296,39664,17848.8,21815.2
2023-02-25,C6911,Finance,Audit,Junior,Asia,176,55,9680,5808,3872
2024-11-08,C8869,Healthcare,Strategy,Junior,Europe,10,57,570,342,228
2023-06-24,C5781,Finance,Audit,Junior,Asia,76,53,4028,2416.8,1611.2
2024-02-12,C8715,Energy,Digital Transformation,Junior,Africa,47,64,3008,1804.8,1203.2
2024-02-01,C4029,Technology,Audit,Senior,Europe,126,225,28350,14175,14175
2024-04-01,C1731,Technology,Audit,Principal,Asia,48,364,17472,7862.4,9609.6
2023-08-20,C5400,Retail,Strategy,Mid,North America,143,112,16016,8808.8,7207.2
2023-03-29,C6632,Retail,Audit,Mid,Africa,107,103,11021,6061.55,4959.45
